,Unnamed: 0,name,lat,lon,date,time,condition
0,0,CETDTIJ,18.565226000000003,73.910212,27-05-2020,2013,sick
1,1,CETDTIJ,18.565244069000002,73.910212,27-05-2020,2014,sick
2,2,CETDTIJ,18.565262137999998,73.910212,27-05-2020,2015,sick
3,3,CETDTIJ,18.5652802069,73.910212,27-05-2020,2016,sick
4,4,CETDTIJ,18.5652982759,73.910212,27-05-2020,2017,sick
5,5,CETDTIJ,18.5653163449,73.910212,27-05-2020,2018,sick
6,6,CETDTIJ,18.5653344139,73.910212,27-05-2020,2019,sick
7,7,CETDTIJ,18.5653524829,73.910212,27-05-2020,2020,sick
8,8,CETDTIJ,18.5653705519,73.910212,27-05-2020,2021,sick
9,9,CETDTIJ,18.5653886208,73.910212,27-05-2020,2022,sick
10,10,CETDTIJ,18.5654066898,73.910212,27-05-2020,2023,sick
11,11,CETDTIJ,18.565424758800003,73.910212,27-05-2020,2024,sick
12,12,CETDTIJ,18.5654428278,73.910212,27-05-2020,2025,sick
13,13,CETDTIJ,18.5654608968,73.910212,27-05-2020,2026,sick
14,14,CETDTIJ,18.5654789657,73.910212,27-05-2020,2027,sick
15,15,CETDTIJ,18.5654970347,73.910212,27-05-2020,2028,sick
16,16,CETDTIJ,18.565515103699997,73.910212,27-05-2020,2029,sick
17,17,CETDTIJ,18.5655331727,73.910212,27-05-2020,2030,sick
18,18,CETDTIJ,18.5655512417,73.910212,27-05-2020,2031,sick
19,19,CETDTIJ,18.5655693106,73.910212,27-05-2020,2032,sick
20,20,CETDTIJ,18.5655873796,73.910212,27-05-2020,2033,sick
21,21,CETDTIJ,18.5656054486,73.910212,27-05-2020,2034,sick
22,22,CETDTIJ,18.5656235176,73.910212,27-05-2020,2035,sick
23,23,CETDTIJ,18.5656415866,73.910212,27-05-2020,2036,sick
24,3,PEJJLTS,18.565312,73.909017,27-05-2020,1712,healthy
25,5,PEJJLTS,18.565442,73.90734499999999,27-05-2020,1716,healthy
26,16,PEJJLTS,18.565435,73.909468,27-05-2020,1718,healthy
27,21,PEJJLTS,18.565299,73.91005600000001,27-05-2020,1722,healthy
28,20,PEJJLTS,18.56529,73.90809899999999,27-05-2020,1728,healthy
29,7,PEJJLTS,18.565044,73.909904,27-05-2020,1738,healthy
30,0,PEJJLTS,18.565076,73.907719,27-05-2020,1813,healthy
31,17,PEJJLTS,18.565417,73.910512,27-05-2020,1832,healthy
32,1,PEJJLTS,18.565281,73.90944499999999,27-05-2020,1840,healthy
33,12,PEJJLTS,18.565125,73.910613,27-05-2020,1843,healthy
34,18,PEJJLTS,18.56546,73.910852,27-05-2020,1847,healthy
35,6,PEJJLTS,18.565012,73.907151,27-05-2020,1858,healthy
36,2,PEJJLTS,18.565306,73.910859,27-05-2020,1915,healthy
37,14,PEJJLTS,18.565275,73.907993,27-05-2020,1916,healthy
38,22,PEJJLTS,18.565281,73.907391,27-05-2020,1919,healthy
39,10,PEJJLTS,18.565338,73.909064,27-05-2020,1934,healthy
40,15,PEJJLTS,18.565038,73.907494,27-05-2020,2011,healthy
41,23,PEJJLTS,18.565023,73.909387,27-05-2020,2014,healthy
42,13,PEJJLTS,18.565207,73.909772,27-05-2020,2034,healthy
43,8,PEJJLTS,18.565110999999998,73.908363,27-05-2020,2047,healthy
44,11,PEJJLTS,18.565379,73.907364,27-05-2020,2052,healthy
45,19,PEJJLTS,18.565365,73.91063199999999,27-05-2020,2114,healthy
46,4,PEJJLTS,18.565457000000002,73.909818,27-05-2020,2135,healthy
47,9,PEJJLTS,18.565075,73.907212,27-05-2020,2146,healthy
48,0,NDJBJYN,18.565379999999998,73.909162,27-05-2020,2149,healthy
49,1,NDJBJYN,18.5653956482,73.9091714731,27-05-2020,2150,healthy
50,2,NDJBJYN,18.5654112964,73.9091809462,27-05-2020,2151,healthy
51,3,NDJBJYN,18.5654269446,73.9091904192,27-05-2020,2152,healthy
52,4,NDJBJYN,18.5654425928,73.9091998923,27-05-2020,2153,healthy
53,5,NDJBJYN,18.565458240999998,73.9092093654,27-05-2020,2154,healthy
54,6,NDJBJYN,18.5654738892,73.90921883850001,27-05-2020,2155,healthy
55,7,NDJBJYN,18.5654895374,73.9092283115,27-05-2020,2156,healthy
56,8,NDJBJYN,18.5655051856,73.9092377846,27-05-2020,2157,healthy
57,9,NDJBJYN,18.5655208338,73.9092472577,27-05-2020,2158,healthy
58,10,NDJBJYN,18.565536482,73.9092567308,27-05-2020,2159,healthy
59,11,NDJBJYN,18.5655521302,73.9092662039,27-05-2020,2200,healthy
60,12,NDJBJYN,18.5655677784,73.909275677,27-05-2020,2201,healthy
61,13,NDJBJYN,18.5655834266,73.90928515,27-05-2020,2202,healthy
62,14,NDJBJYN,18.5655990747,73.90929462310001,27-05-2020,2203,healthy
63,15,NDJBJYN,18.5656147229,73.9093040962,27-05-2020,2204,healthy
64,16,NDJBJYN,18.5656303711,73.9093135693,27-05-2020,2205,healthy
65,17,NDJBJYN,18.5656460193,73.9093230424,27-05-2020,2206,healthy
66,18,NDJBJYN,18.5656616675,73.9093325155,27-05-2020,2207,healthy
67,19,NDJBJYN,18.5656773157,73.90934198859999,27-05-2020,2208,healthy
68,20,NDJBJYN,18.565692963900002,73.9093514617,27-05-2020,2209,healthy
69,21,NDJBJYN,18.5657086121,73.90936093479999,27-05-2020,2210,healthy
70,22,NDJBJYN,18.5657242603,73.9093704078,27-05-2020,2211,healthy
71,23,NDJBJYN,18.5657399085,73.9093798809,27-05-2020,2212,healthy
72,5,GDPEECW,18.565231,73.910278,27-05-2020,1710,healthy
73,20,GDPEECW,18.565461,73.908085,27-05-2020,1715,healthy
74,7,GDPEECW,18.565363,73.907196,27-05-2020,1741,healthy
75,12,GDPEECW,18.56501,73.908249,27-05-2020,1810,healthy
76,11,GDPEECW,18.565426000000002,73.909521,27-05-2020,1824,healthy
77,22,GDPEECW,18.565269,73.909838,27-05-2020,1825,healthy
78,15,GDPEECW,18.565401,73.909912,27-05-2020,1837,healthy
79,23,GDPEECW,18.565268,73.907816,27-05-2020,1857,healthy
80,21,GDPEECW,18.565079,73.908437,27-05-2020,1910,healthy
81,13,GDPEECW,18.565195000000003,73.908847,27-05-2020,1933,healthy
82,8,GDPEECW,18.565247,73.90904,27-05-2020,1936,healthy
83,0,GDPEECW,18.565129000000002,73.910286,27-05-2020,1937,healthy
84,16,GDPEECW,18.565212,73.908631,27-05-2020,1949,healthy
85,17,GDPEECW,18.565101000000002,73.90758000000001,27-05-2020,1958,healthy
86,10,GDPEECW,18.565228,73.908858,27-05-2020,2027,healthy
87,14,GDPEECW,18.56514,73.910037,27-05-2020,2034,healthy
88,2,GDPEECW,18.565326000000002,73.90934,27-05-2020,2038,healthy
89,6,GDPEECW,18.565025,73.909373,27-05-2020,2044,healthy
90,4,GDPEECW,18.565074,73.909402,27-05-2020,2045,healthy
91,1,GDPEECW,18.565291000000002,73.910795,27-05-2020,2050,healthy
92,19,GDPEECW,18.56514,73.910498,27-05-2020,2123,healthy
93,9,GDPEECW,18.565348,73.910969,27-05-2020,2127,healthy
94,18,GDPEECW,18.565176,73.907353,27-05-2020,2127,healthy
95,3,GDPEECW,18.565127,73.909788,27-05-2020,2155,healthy
96,0,QNNLBDD,18.5651,73.907169,27-05-2020,2157,healthy
97,1,QNNLBDD,18.5651090345,73.9071854078,27-05-2020,2158,healthy
98,2,QNNLBDD,18.565118069,73.9072018156,27-05-2020,2159,healthy
99,3,QNNLBDD,18.5651271035,73.90721822350001,27-05-2020,2200,healthy
100,4,QNNLBDD,18.565136138,73.9072346313,27-05-2020,2201,healthy
101,5,QNNLBDD,18.5651451725,73.9072510391,27-05-2020,2202,healthy
102,6,QNNLBDD,18.5651542069,73.9072674469,27-05-2020,2203,healthy
103,7,QNNLBDD,18.5651632414,73.9072838548,27-05-2020,2204,healthy
104,8,QNNLBDD,18.5651722759,73.9073002626,27-05-2020,2205,healthy
105,9,QNNLBDD,18.5651813104,73.9073166704,27-05-2020,2206,healthy
106,10,QNNLBDD,18.5651903449,73.9073330782,27-05-2020,2207,healthy
107,11,QNNLBDD,18.5651993794,73.9073494861,27-05-2020,2208,healthy
108,12,QNNLBDD,18.565208413900002,73.9073658939,27-05-2020,2209,healthy
109,13,QNNLBDD,18.5652174484,73.9073823017,27-05-2020,2210,healthy
110,14,QNNLBDD,18.565226482899998,73.9073987096,27-05-2020,2211,healthy
111,15,QNNLBDD,18.5652355174,73.90741511739999,27-05-2020,2212,healthy
112,16,QNNLBDD,18.5652445518,73.90743152520001,27-05-2020,2213,healthy
113,17,QNNLBDD,18.565253586300003,73.907447933,27-05-2020,2214,healthy
114,18,QNNLBDD,18.5652626208,73.9074643409,27-05-2020,2215,healthy
115,19,QNNLBDD,18.5652716553,73.9074807487,27-05-2020,2216,healthy
116,20,QNNLBDD,18.5652806898,73.9074971566,27-05-2020,2217,healthy
117,21,QNNLBDD,18.5652897243,73.90751356439999,27-05-2020,2218,healthy
118,22,QNNLBDD,18.5652987588,73.90752997220001,27-05-2020,2219,healthy
119,23,QNNLBDD,18.5653077933,73.9075463801,27-05-2020,2220,healthy
120,5,WDOYMCR,18.565225,73.90924100000001,27-05-2020,1742,healthy
121,11,WDOYMCR,18.565356,73.908873,27-05-2020,1744,healthy
122,21,WDOYMCR,18.565372,73.910926,27-05-2020,1747,healthy
123,23,WDOYMCR,18.56532,73.909261,27-05-2020,1748,healthy
124,6,WDOYMCR,18.565051,73.910614,27-05-2020,1749,healthy
125,22,WDOYMCR,18.565222,73.907291,27-05-2020,1812,healthy
126,16,WDOYMCR,18.565195000000003,73.909806,27-05-2020,1816,healthy
127,1,WDOYMCR,18.565344,73.908765,27-05-2020,1818,healthy
128,4,WDOYMCR,18.565186999999998,73.909511,27-05-2020,1820,healthy
129,7,WDOYMCR,18.565231,73.909041,27-05-2020,1829,healthy
130,2,WDOYMCR,18.565126,73.910013,27-05-2020,1848,healthy
131,10,WDOYMCR,18.565424,73.907128,27-05-2020,1851,healthy
132,19,WDOYMCR,18.565487,73.909986,27-05-2020,1857,healthy
133,15,WDOYMCR,18.565426000000002,73.908107,27-05-2020,1857,healthy
134,3,WDOYMCR,18.565115,73.90790799999999,27-05-2020,1910,healthy
135,20,WDOYMCR,18.565362,73.910379,27-05-2020,1914,healthy
136,17,WDOYMCR,18.565351,73.907678,27-05-2020,1933,healthy
137,12,WDOYMCR,18.565335,73.90711999999999,27-05-2020,1953,healthy
138,13,WDOYMCR,18.565087,73.91026600000001,27-05-2020,2012,healthy
139,9,WDOYMCR,18.565019,73.907955,27-05-2020,2015,healthy
140,18,WDOYMCR,18.565483999999998,73.909248,27-05-2020,2033,healthy
141,14,WDOYMCR,18.565251999999997,73.90943,27-05-2020,2050,healthy
142,0,WDOYMCR,18.565360000000002,73.90856600000001,27-05-2020,2056,healthy
143,8,WDOYMCR,18.565135,73.908511,27-05-2020,2117,healthy
144,0,NRDGSMA,18.565276,73.90935400000001,27-05-2020,2130,healthy
145,1,NRDGSMA,18.565276,73.90937294609999,27-05-2020,2131,healthy
146,2,NRDGSMA,18.565276,73.9093918923,27-05-2020,2132,healthy
147,3,NRDGSMA,18.565276,73.9094108384,27-05-2020,2133,healthy
148,4,NRDGSMA,18.565276,73.90942978449999,27-05-2020,2134,healthy
149,5,NRDGSMA,18.565276,73.90944873069999,27-05-2020,2135,healthy
150,6,NRDGSMA,18.565276,73.9094676768,27-05-2020,2136,healthy
151,7,NRDGSMA,18.565276,73.909486623,27-05-2020,2137,healthy
152,8,NRDGSMA,18.565276,73.9095055691,27-05-2020,2138,healthy
153,9,NRDGSMA,18.565276,73.9095245152,27-05-2020,2139,healthy
154,10,NRDGSMA,18.565276,73.9095434614,27-05-2020,2140,healthy
155,11,NRDGSMA,18.565276,73.9095624075,27-05-2020,2141,healthy
156,12,NRDGSMA,18.565276,73.90958135359999,27-05-2020,2142,healthy
157,13,NRDGSMA,18.565276,73.90960029979999,27-05-2020,2143,healthy
158,14,NRDGSMA,18.565276,73.9096192459,27-05-2020,2144,healthy
159,15,NRDGSMA,18.565276,73.909638192,27-05-2020,2145,healthy
160,16,NRDGSMA,18.565276,73.9096571382,27-05-2020,2146,healthy
161,17,NRDGSMA,18.565276,73.9096760843,27-05-2020,2147,healthy
162,18,NRDGSMA,18.565276,73.9096950305,27-05-2020,2148,healthy
163,19,NRDGSMA,18.565276,73.9097139766,27-05-2020,2149,healthy
164,20,NRDGSMA,18.565276,73.9097329227,27-05-2020,2150,healthy
165,21,NRDGSMA,18.565276,73.9097518689,27-05-2020,2151,healthy
166,22,NRDGSMA,18.565276,73.909770815,27-05-2020,2152,healthy
167,23,NRDGSMA,18.565276,73.9097897611,27-05-2020,2153,healthy
168,11,XTKPXEZ,18.565362,73.907376,27-05-2020,1716,healthy
169,3,XTKPXEZ,18.565153,73.908419,27-05-2020,1716,healthy
170,19,XTKPXEZ,18.565368,73.910822,27-05-2020,1719,healthy
171,22,XTKPXEZ,18.565473,73.910986,27-05-2020,1719,healthy
172,13,XTKPXEZ,18.565383999999998,73.910728,27-05-2020,1725,healthy
173,8,XTKPXEZ,18.565443,73.910614,27-05-2020,1744,healthy
174,9,XTKPXEZ,18.565107,73.907764,27-05-2020,1748,healthy
175,20,XTKPXEZ,18.565268,73.90777,27-05-2020,1819,healthy
176,14,XTKPXEZ,18.565403,73.90897700000001,27-05-2020,1837,healthy
177,10,XTKPXEZ,18.565248,73.909741,27-05-2020,1856,healthy
178,17,XTKPXEZ,18.565455,73.910039,27-05-2020,1859,healthy
179,23,XTKPXEZ,18.565057999999997,73.910464,27-05-2020,1913,healthy
180,15,XTKPXEZ,18.565361,73.90989,27-05-2020,1943,healthy
181,7,XTKPXEZ,18.565341,73.907783,27-05-2020,1954,healthy
182,21,XTKPXEZ,18.565376,73.909612,27-05-2020,1955,healthy
183,16,XTKPXEZ,18.565058999999998,73.90957900000001,27-05-2020,1956,healthy
184,4,XTKPXEZ,18.565292000000003,73.91046800000001,27-05-2020,2024,healthy
185,12,XTKPXEZ,18.565197,73.910399,27-05-2020,2025,healthy
186,1,XTKPXEZ,18.56539,73.907279,27-05-2020,2040,healthy
187,18,XTKPXEZ,18.565435,73.90850400000001,27-05-2020,2120,healthy
188,6,XTKPXEZ,18.565079,73.90866,27-05-2020,2123,healthy
189,5,XTKPXEZ,18.565366,73.910484,27-05-2020,2130,healthy
190,2,XTKPXEZ,18.565019,73.908651,27-05-2020,2131,healthy
191,0,XTKPXEZ,18.565444,73.909779,27-05-2020,2159,healthy
192,0,EOEZTQO,18.565089,73.909638,27-05-2020,1745,healthy
193,1,EOEZTQO,18.5651064533,73.9096429036,27-05-2020,1746,healthy
194,2,EOEZTQO,18.5651239066,73.9096478072,27-05-2020,1747,healthy
195,3,EOEZTQO,18.5651413599,73.9096527108,27-05-2020,1748,healthy
196,4,EOEZTQO,18.5651588132,73.90965761449999,27-05-2020,1749,healthy
197,5,EOEZTQO,18.5651762665,73.9096625181,27-05-2020,1750,healthy
198,6,EOEZTQO,18.5651937198,73.90966742170001,27-05-2020,1751,healthy
199,7,EOEZTQO,18.5652111731,73.9096723253,27-05-2020,1752,healthy
200,8,EOEZTQO,18.5652286264,73.90967722890001,27-05-2020,1753,healthy
201,9,EOEZTQO,18.5652460797,73.9096821326,27-05-2020,1754,healthy
202,10,EOEZTQO,18.565263533,73.9096870362,27-05-2020,1755,healthy
203,11,EOEZTQO,18.5652809863,73.9096919398,27-05-2020,1756,healthy
204,12,EOEZTQO,18.5652984396,73.9096968434,27-05-2020,1757,healthy
205,13,EOEZTQO,18.5653158928,73.909701747,27-05-2020,1758,healthy
206,14,EOEZTQO,18.565333346099997,73.9097066507,27-05-2020,1759,healthy
207,15,EOEZTQO,18.5653507994,73.9097115543,27-05-2020,1800,healthy
208,16,EOEZTQO,18.5653682527,73.9097164579,27-05-2020,1801,healthy
209,17,EOEZTQO,18.565385706,73.90972136149999,27-05-2020,1802,healthy
210,18,EOEZTQO,18.5654031593,73.9097262652,27-05-2020,1803,healthy
211,19,EOEZTQO,18.5654206126,73.90973116880001,27-05-2020,1804,healthy
212,20,EOEZTQO,18.5654380659,73.9097360724,27-05-2020,1805,healthy
213,21,EOEZTQO,18.5654555192,73.90974097600001,27-05-2020,1806,healthy
214,22,EOEZTQO,18.5654729725,73.9097458797,27-05-2020,1807,healthy
215,23,EOEZTQO,18.5654904258,73.9097507833,27-05-2020,1808,healthy
216,1,FPAAMND,18.565382999999997,73.909226,27-05-2020,1719,healthy
217,22,FPAAMND,18.565089999999998,73.907749,27-05-2020,1719,healthy
218,23,FPAAMND,18.565434,73.91000600000001,27-05-2020,1738,healthy
219,17,FPAAMND,18.565435,73.909323,27-05-2020,1741,healthy
220,8,FPAAMND,18.565441,73.91029499999999,27-05-2020,1742,healthy
221,3,FPAAMND,18.565366,73.907635,27-05-2020,1750,healthy
222,14,FPAAMND,18.565397,73.907635,27-05-2020,1814,healthy
223,16,FPAAMND,18.565216,73.910628,27-05-2020,1821,healthy
224,18,FPAAMND,18.565207,73.909212,27-05-2020,1831,healthy
225,11,FPAAMND,18.565357000000002,73.910473,27-05-2020,1836,healthy
226,0,FPAAMND,18.565322000000002,73.909277,27-05-2020,1837,healthy
227,7,FPAAMND,18.565264000000003,73.91098199999999,27-05-2020,1839,healthy
228,12,FPAAMND,18.565116,73.91068,27-05-2020,1845,healthy
229,21,FPAAMND,18.565192,73.909634,27-05-2020,1917,healthy
230,6,FPAAMND,18.565419,73.91011400000001,27-05-2020,1924,healthy
231,9,FPAAMND,18.565315,73.910256,27-05-2020,1925,healthy
232,15,FPAAMND,18.565166,73.907901,27-05-2020,2036,healthy
233,4,FPAAMND,18.565299,73.909226,27-05-2020,2049,healthy
234,19,FPAAMND,18.565379999999998,73.90799399999999,27-05-2020,2049,healthy
235,10,FPAAMND,18.565313,73.910399,27-05-2020,2125,healthy
236,20,FPAAMND,18.565079,73.91028,27-05-2020,2125,healthy
237,13,FPAAMND,18.565382,73.909144,27-05-2020,2134,healthy
238,5,FPAAMND,18.565023999999998,73.90943299999999,27-05-2020,2134,healthy
239,2,FPAAMND,18.565389,73.910827,27-05-2020,2154,healthy
240,0,AGNIXEU,18.565104,73.91073,27-05-2020,1944,healthy
241,1,AGNIXEU,18.565116776700002,73.9107433969,27-05-2020,1945,healthy
242,2,AGNIXEU,18.5651295534,73.9107567939,27-05-2020,1946,healthy
243,3,AGNIXEU,18.5651423301,73.9107701908,27-05-2020,1947,healthy
244,4,AGNIXEU,18.5651551068,73.91078358770001,27-05-2020,1948,healthy
245,5,AGNIXEU,18.5651678835,73.9107969847,27-05-2020,1949,healthy
246,6,AGNIXEU,18.5651806602,73.9108103816,27-05-2020,1950,healthy
247,7,AGNIXEU,18.5651934369,73.9108237785,27-05-2020,1951,healthy
248,8,AGNIXEU,18.5652062136,73.9108371755,27-05-2020,1952,healthy
249,9,AGNIXEU,18.5652189903,73.9108505724,27-05-2020,1953,healthy
250,10,AGNIXEU,18.565231767,73.91086396930001,27-05-2020,1954,healthy
251,11,AGNIXEU,18.5652445437,73.9108773663,27-05-2020,1955,healthy
252,12,AGNIXEU,18.5652573204,73.9108907632,27-05-2020,1956,healthy
253,13,AGNIXEU,18.5652700971,73.9109041602,27-05-2020,1957,healthy
254,14,AGNIXEU,18.5652828738,73.9109175571,27-05-2020,1958,healthy
255,15,AGNIXEU,18.565295650499998,73.910930954,27-05-2020,1959,healthy
256,16,AGNIXEU,18.5653084272,73.910944351,27-05-2020,2000,healthy
257,17,AGNIXEU,18.5653212039,73.9109577479,27-05-2020,2001,healthy
258,18,AGNIXEU,18.5653339806,73.9109711449,27-05-2020,2002,healthy
259,19,AGNIXEU,18.5653467573,73.9109845418,27-05-2020,2003,healthy
260,20,AGNIXEU,18.565359534000002,73.9109979388,27-05-2020,2004,healthy
261,21,AGNIXEU,18.5653723107,73.9110113357,27-05-2020,2005,healthy
262,22,AGNIXEU,18.5653850874,73.9110247327,27-05-2020,2006,healthy
263,23,AGNIXEU,18.5653978641,73.9110381296,27-05-2020,2007,healthy
264,10,XLVGXVW,18.565455,73.910744,27-05-2020,1715,healthy
265,12,XLVGXVW,18.56547,73.90904499999999,27-05-2020,1752,healthy
266,21,XLVGXVW,18.565053,73.90848100000001,27-05-2020,1756,healthy
267,20,XLVGXVW,18.565495000000002,73.90759200000001,27-05-2020,1818,healthy
268,17,XLVGXVW,18.565173,73.91086999999999,27-05-2020,1823,healthy
269,23,XLVGXVW,18.565169,73.9084,27-05-2020,1825,healthy
270,0,XLVGXVW,18.565014,73.90926,27-05-2020,1829,healthy
271,19,XLVGXVW,18.565002,73.910607,27-05-2020,1851,healthy
272,6,XLVGXVW,18.565128,73.91045799999999,27-05-2020,1926,healthy
273,5,XLVGXVW,18.565284,73.910826,27-05-2020,1927,healthy
274,22,XLVGXVW,18.56514,73.907847,27-05-2020,1945,healthy
275,13,XLVGXVW,18.565067000000003,73.90819,27-05-2020,1948,healthy
276,7,XLVGXVW,18.565044,73.907676,27-05-2020,2020,healthy
277,15,XLVGXVW,18.565207,73.9077,27-05-2020,2022,healthy
278,9,XLVGXVW,18.565023999999998,73.91055300000001,27-05-2020,2022,healthy
279,11,XLVGXVW,18.565015,73.908548,27-05-2020,2024,healthy
280,2,XLVGXVW,18.565212,73.908307,27-05-2020,2034,healthy
281,16,XLVGXVW,18.565141,73.907383,27-05-2020,2036,healthy
282,8,XLVGXVW,18.565244,73.908008,27-05-2020,2043,healthy
283,3,XLVGXVW,18.565367000000002,73.91000600000001,27-05-2020,2047,healthy
284,1,XLVGXVW,18.565154,73.908948,27-05-2020,2126,healthy
285,14,XLVGXVW,18.565392000000003,73.910575,27-05-2020,2138,healthy
286,18,XLVGXVW,18.565141,73.907137,27-05-2020,2140,healthy
287,4,XLVGXVW,18.565222,73.908292,27-05-2020,2146,healthy
288,0,ZARKRDG,18.565417999999998,73.908064,27-05-2020,2057,healthy
289,1,ZARKRDG,18.5654226766,73.9080823006,27-05-2020,2058,healthy
290,2,ZARKRDG,18.5654273532,73.9081006012,27-05-2020,2059,healthy
291,3,ZARKRDG,18.5654320298,73.9081189017,27-05-2020,2100,healthy
292,4,ZARKRDG,18.5654367064,73.9081372023,27-05-2020,2101,healthy
293,5,ZARKRDG,18.565441383,73.9081555029,27-05-2020,2102,healthy
294,6,ZARKRDG,18.5654460596,73.9081738035,27-05-2020,2103,healthy
295,7,ZARKRDG,18.5654507362,73.9081921041,27-05-2020,2104,healthy
296,8,ZARKRDG,18.5654554128,73.9082104046,27-05-2020,2105,healthy
297,9,ZARKRDG,18.565460089400002,73.9082287052,27-05-2020,2106,healthy
298,10,ZARKRDG,18.565464765999998,73.90824700579999,27-05-2020,2107,healthy
299,11,ZARKRDG,18.5654694426,73.9082653064,27-05-2020,2108,healthy
300,12,ZARKRDG,18.5654741191,73.908283607,27-05-2020,2109,healthy
301,13,ZARKRDG,18.5654787957,73.9083019076,27-05-2020,2110,healthy
302,14,ZARKRDG,18.5654834723,73.90832020810001,27-05-2020,2111,healthy
303,15,ZARKRDG,18.565488148900002,73.9083385087,27-05-2020,2112,healthy
304,16,ZARKRDG,18.565492825499998,73.9083568093,27-05-2020,2113,healthy
305,17,ZARKRDG,18.5654975021,73.90837510989999,27-05-2020,2114,healthy
306,18,ZARKRDG,18.565502178699997,73.9083934105,27-05-2020,2115,healthy
307,19,ZARKRDG,18.5655068553,73.9084117111,27-05-2020,2116,healthy
308,20,ZARKRDG,18.5655115319,73.9084300117,27-05-2020,2117,healthy
309,21,ZARKRDG,18.5655162085,73.90844831220001,27-05-2020,2118,healthy
310,22,ZARKRDG,18.5655208851,73.9084666128,27-05-2020,2119,healthy
311,23,ZARKRDG,18.5655255617,73.9084849134,27-05-2020,2120,healthy
312,18,YOJLTVI,18.565337,73.909242,27-05-2020,1711,healthy
313,12,YOJLTVI,18.565063000000002,73.909785,27-05-2020,1716,healthy
314,8,YOJLTVI,18.565022,73.91037800000001,27-05-2020,1724,healthy
315,6,YOJLTVI,18.565075,73.909864,27-05-2020,1726,healthy
316,13,YOJLTVI,18.565337,73.909982,27-05-2020,1741,healthy
317,23,YOJLTVI,18.565456,73.90915600000001,27-05-2020,1744,healthy
318,21,YOJLTVI,18.565264000000003,73.91071600000001,27-05-2020,1755,healthy
319,3,YOJLTVI,18.565171,73.90993900000001,27-05-2020,1821,healthy
320,1,YOJLTVI,18.565348999999998,73.90992299999999,27-05-2020,1825,healthy
321,16,YOJLTVI,18.565260000000002,73.909277,27-05-2020,1831,healthy
322,22,YOJLTVI,18.565099,73.910228,27-05-2020,1837,healthy
323,11,YOJLTVI,18.565303,73.907708,27-05-2020,1845,healthy
324,0,YOJLTVI,18.565345999999998,73.910388,27-05-2020,1910,healthy
325,7,YOJLTVI,18.565382999999997,73.907325,27-05-2020,1924,healthy
326,5,YOJLTVI,18.565285999999997,73.90718100000001,27-05-2020,1927,healthy
327,15,YOJLTVI,18.565253,73.90795899999999,27-05-2020,1955,healthy
328,14,YOJLTVI,18.565085,73.908896,27-05-2020,2014,healthy
329,10,YOJLTVI,18.565298000000002,73.90737800000001,27-05-2020,2050,healthy
330,19,YOJLTVI,18.565094000000002,73.907721,27-05-2020,2059,healthy
331,17,YOJLTVI,18.565441,73.90785600000001,27-05-2020,2110,healthy
332,9,YOJLTVI,18.565263,73.909337,27-05-2020,2127,healthy
333,2,YOJLTVI,18.565395000000002,73.909238,27-05-2020,2135,healthy
334,4,YOJLTVI,18.565206,73.90938,27-05-2020,2156,healthy
335,20,YOJLTVI,18.56539,73.907637,27-05-2020,2159,healthy
336,0,IKUAPJK,18.565226000000003,73.910212,27-05-2020,2035,healthy
337,1,IKUAPJK,18.565244069000002,73.910212,27-05-2020,2036,healthy
