,Unnamed: 0,name,lat,lon,date,time,condition
0,0,ZXCPMGK,18.565045,73.910303,19-05-2020,1937,sick
1,1,ZXCPMGK,18.565063069,73.910303,19-05-2020,1938,sick
2,2,ZXCPMGK,18.565081138,73.910303,19-05-2020,1939,sick
3,3,ZXCPMGK,18.5650992069,73.910303,19-05-2020,1940,sick
4,4,ZXCPMGK,18.5651172759,73.910303,19-05-2020,1941,sick
5,5,ZXCPMGK,18.5651353449,73.910303,19-05-2020,1942,sick
6,6,ZXCPMGK,18.565153413900003,73.910303,19-05-2020,1943,sick
7,7,ZXCPMGK,18.5651714829,73.910303,19-05-2020,1944,sick
8,8,ZXCPMGK,18.5651895519,73.910303,19-05-2020,1945,sick
9,9,ZXCPMGK,18.5652076208,73.910303,19-05-2020,1946,sick
10,10,ZXCPMGK,18.565225689800002,73.910303,19-05-2020,1947,sick
11,11,ZXCPMGK,18.5652437588,73.910303,19-05-2020,1948,sick
12,12,ZXCPMGK,18.5652618278,73.910303,19-05-2020,1949,sick
13,13,ZXCPMGK,18.5652798968,73.910303,19-05-2020,1950,sick
14,14,ZXCPMGK,18.5652979657,73.910303,19-05-2020,1951,sick
15,15,ZXCPMGK,18.5653160347,73.910303,19-05-2020,1952,sick
16,16,ZXCPMGK,18.5653341037,73.910303,19-05-2020,1953,sick
17,17,ZXCPMGK,18.5653521727,73.910303,19-05-2020,1954,sick
18,18,ZXCPMGK,18.565370241700002,73.910303,19-05-2020,1955,sick
19,19,ZXCPMGK,18.5653883106,73.910303,19-05-2020,1956,sick
20,20,ZXCPMGK,18.5654063796,73.910303,19-05-2020,1957,sick
21,21,ZXCPMGK,18.565424448599998,73.910303,19-05-2020,1958,sick
22,22,ZXCPMGK,18.5654425176,73.910303,19-05-2020,1959,sick
23,23,ZXCPMGK,18.5654605866,73.910303,19-05-2020,2000,sick
24,0,MTJGEFQ,18.565354,73.91054100000001,19-05-2020,1730,healthy
25,11,MTJGEFQ,18.565115,73.90725,19-05-2020,1733,healthy
26,17,MTJGEFQ,18.565038,73.909623,19-05-2020,1736,healthy
27,7,MTJGEFQ,18.565432,73.90722099999999,19-05-2020,1737,healthy
28,2,MTJGEFQ,18.565093,73.90878000000001,19-05-2020,1750,healthy
29,9,MTJGEFQ,18.565154999999997,73.90844200000001,19-05-2020,1750,healthy
30,8,MTJGEFQ,18.565243,73.909671,19-05-2020,1847,healthy
31,13,MTJGEFQ,18.565123,73.90845999999999,19-05-2020,1851,healthy
32,20,MTJGEFQ,18.565186999999998,73.910641,19-05-2020,1856,healthy
33,21,MTJGEFQ,18.565033,73.91068,19-05-2020,1859,healthy
34,12,MTJGEFQ,18.565123,73.91036899999999,19-05-2020,1859,healthy
35,1,MTJGEFQ,18.565282999999997,73.909318,19-05-2020,1916,healthy
36,15,MTJGEFQ,18.565297,73.908462,19-05-2020,1927,healthy
37,3,MTJGEFQ,18.565404,73.909141,19-05-2020,1945,healthy
38,14,MTJGEFQ,18.565310999999998,73.908936,19-05-2020,1949,healthy
39,18,MTJGEFQ,18.565182,73.90863399999999,19-05-2020,1949,healthy
40,16,MTJGEFQ,18.565405,73.90775,19-05-2020,1953,healthy
41,19,MTJGEFQ,18.565039000000002,73.908562,19-05-2020,1953,healthy
42,6,MTJGEFQ,18.565396,73.90932600000001,19-05-2020,2012,healthy
43,23,MTJGEFQ,18.565498,73.908485,19-05-2020,2019,healthy
44,10,MTJGEFQ,18.565381,73.908111,19-05-2020,2051,healthy
45,5,MTJGEFQ,18.565099,73.90857199999999,19-05-2020,2110,healthy
46,22,MTJGEFQ,18.565148999999998,73.910818,19-05-2020,2123,healthy
47,4,MTJGEFQ,18.565099,73.91040600000001,19-05-2020,2125,healthy
48,0,VZHDSJE,18.565241,73.910837,19-05-2020,1829,healthy
49,1,VZHDSJE,18.5652566482,73.91084647310001,19-05-2020,1830,healthy
50,2,VZHDSJE,18.5652722964,73.9108559461,19-05-2020,1831,healthy
51,3,VZHDSJE,18.5652879446,73.91086541920001,19-05-2020,1832,healthy
52,4,VZHDSJE,18.5653035928,73.9108748923,19-05-2020,1833,healthy
53,5,VZHDSJE,18.565319240999997,73.91088436529999,19-05-2020,1834,healthy
54,6,VZHDSJE,18.565334889200003,73.9108938384,19-05-2020,1835,healthy
55,7,VZHDSJE,18.5653505374,73.9109033115,19-05-2020,1836,healthy
56,8,VZHDSJE,18.5653661856,73.9109127846,19-05-2020,1837,healthy
57,9,VZHDSJE,18.5653818338,73.9109222576,19-05-2020,1838,healthy
58,10,VZHDSJE,18.565397482,73.9109317307,19-05-2020,1839,healthy
59,11,VZHDSJE,18.5654131302,73.91094120380001,19-05-2020,1840,healthy
60,12,VZHDSJE,18.565428778399998,73.9109506769,19-05-2020,1841,healthy
61,13,VZHDSJE,18.5654444266,73.91096014989999,19-05-2020,1842,healthy
62,14,VZHDSJE,18.5654600748,73.910969623,19-05-2020,1843,healthy
63,15,VZHDSJE,18.5654757229,73.9109790961,19-05-2020,1844,healthy
64,16,VZHDSJE,18.5654913711,73.9109885692,19-05-2020,1845,healthy
